,business_id,alias,name,url,phone,review_count,rating,address,city,zip_code,country,state,coordinate_latitude,coordinate_longtitude,price
10,i38R1KxL99JoG-Ns7FyyGw,12-chairs-new-york,12 Chairs,https://www.yelp.com/biz/12-chairs-new-york?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12122548640,572,4.0,"56 MacDougal St,New York, NY 10012",New York,10012,US,NY,40.72759,-74.0024,$$
11,a8d18n8gAQpQHcr6KwCCeA,saturdays-nyc-coffee-bar-new-york,Saturdays NYC - Coffee Bar,https://www.yelp.com/biz/saturdays-nyc-coffee-bar-new-york?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12129667875,79,4.0,"31 Crosby St,New York, NY 10013",New York,10013,US,NY,40.72079,-73.99944,$$
12,nAL97Ug5zoYStkeB-kGaEA,bean-and-bean-new-york-3,Bean & Bean,https://www.yelp.com/biz/bean-and-bean-new-york-3?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+16468692070,220,4.0,"318 8th Ave,New York, NY 10001",New York,10001,US,NY,40.746862,-73.99696,$$
13,N5UY113nNpeKdLPv0cbMjQ,the-wild-son-new-york,The Wild Son,https://www.yelp.com/biz/the-wild-son-new-york?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12127277900,510,4.5,"132 First Ave,New York, NY 10009",New York,10009,US,NY,40.727424,-73.985201,$$
14,NrKCM1h3CsC-sfhg-t1awg,yafa-cafe-brooklyn-2,Yafa Cafe,https://www.yelp.com/biz/yafa-cafe-brooklyn-2?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+13474643999,54,5.0,"4415 4th Ave,Brooklyn, NY 11220",Brooklyn,11220,US,NY,40.64938,-74.00925,$
15,i47-MDTf69kl5GsNpKcqEw,cafe-esme-jersey-city,Cafe Esme,https://www.yelp.com/biz/cafe-esme-jersey-city?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12015334440,40,4.0,"485 Marin Blvd,Jersey City, NJ 07302",Jersey City,7302,US,NJ,40.726672,-74.040617,$$
16,gjJiJ5yHqiEe3sFn_v-5JA,c-and-b-new-york,C&B,https://www.yelp.com/biz/c-and-b-new-york?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12126742985,214,4.5,"178 E 7th St,New York, NY 10009",New York,10009,US,NY,40.7252271901335,-73.9816302970189,$$
17,uOPewxBt6js1jWnYqtbZ9g,espresso-77-jackson-heights,Espresso 77,https://www.yelp.com/biz/espresso-77-jackson-heights?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17184241077,409,3.5,"35-57 77th St,Jackson Heights, NY 11372",Jackson Heights,11372,US,NY,40.7496218,-73.888885,$$
18,yDCqEeW_NcfF2kW6dsdJhg,bean-vault-coffee-hoboken,Bean Vault Coffee,https://www.yelp.com/biz/bean-vault-coffee-hoboken?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12012225408,132,4.0,"1 Newark St,Hoboken, NJ 07030",Hoboken,7030,US,NJ,40.7364461770707,-74.0287854803966,$$
19,DANnWXzJGxpYVr_MVLlkpg,sweetleaf-coffee-brooklyn,Sweetleaf Coffee,https://www.yelp.com/biz/sweetleaf-coffee-brooklyn?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+13479873732,99,4.0,"159 Freeman St,Brooklyn, NY 11222",Brooklyn,11222,US,NY,40.7345567794736,-73.9554053775444,$$
20,IoH3Ge5pRjo4pWRI9T_EIA,waypoint-cafe-new-york,Waypoint Cafe,https://www.yelp.com/biz/waypoint-cafe-new-york?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+16466827165,30,4.5,"65 Ludlow St,New York, NY 10002",New York,10002,US,NY,40.71728,-73.98991,$
21,lLjfdSeJKTTUYx2e9P5O-w,culture-36-new-york-2,Culture 36,https://www.yelp.com/biz/culture-36-new-york-2?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+16468613553,135,4.0,"247 W 36th St,New York, NY 10018",New York,10018,US,NY,40.753192,-73.991264,$$
22,We6uK6nt1cyNSpjdm0LnTg,tropical-coffee-shop-brooklyn,Tropical Coffee Shop,https://www.yelp.com/biz/tropical-coffee-shop-brooklyn?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17183469533,8,3.5,"584 Rockaway Ave,Brooklyn, NY 11212",Brooklyn,11212,US,NY,40.66573,-73.90987,$
23,Ys9iYSjuFDpZj7B1X07v5g,liberty-bagels-midtown-new-york-3,Liberty Bagels Midtown,https://www.yelp.com/biz/liberty-bagels-midtown-new-york-3?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12122791124,569,4.5,"260 W 35th St,New York, NY 10001",New York,10001,US,NY,40.75255,-73.99249,$
24,goA3gE2efEA5YndxkU8hZw,bluestone-lane-new-york-20,Bluestone Lane Midtown East Coffee Shop,https://www.yelp.com/biz/bluestone-lane-new-york-20?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17183746858,56,4.5,"400 Madison Ave,New York, NY 10017",New York,10017,US,NY,40.7563699,-73.97692,$$
25,ZYq4ixKvVuNAL-NwOdjxiQ,baby-skips-brooklyn,Baby Skips,https://www.yelp.com/biz/baby-skips-brooklyn?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+19292108101,43,4.0,"1158 Myrtle Ave,Brooklyn, NY 11221",Brooklyn,11221,US,NY,40.69698,-73.93371,$
26,RTbltj7zrc3mL2CIQvNUpg,grandaisy-bakery-new-york-4,Grandaisy Bakery,https://www.yelp.com/biz/grandaisy-bakery-new-york-4?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12123349435,120,4.0,"250 W Broadway,New York, NY 10013",New York,10013,US,NY,40.720041,-74.005867765337,$
27,iks1xNyp-uZnaeunOM2UPg,magnolia-bakery-rockefeller-center-new-york,Magnolia Bakery Rockefeller Center,https://www.yelp.com/biz/magnolia-bakery-rockefeller-center-new-york?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12127671123,2542,3.5,"1240 Ave of the Americas,New York, NY 10020",New York,10020,US,NY,40.7592651914885,-73.980564548757,$$
28,xyTLrIIxdRM25-_PSHgGjw,starbucks-bayside,Starbucks,https://www.yelp.com/biz/starbucks-bayside?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17182814165,101,3.0,"215-29 Northern Blvd,Bayside, NY 11361",Bayside,11361,US,NY,40.760841,-73.76649,$$
29,5WdsgeCz2WwN57B-eYZi7w,the-grey-dog-new-york-6,The Grey Dog,https://www.yelp.com/biz/the-grey-dog-new-york-6?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12129661060,337,4.0,"49 Carmine St,New York, NY 10014",New York,10014,US,NY,40.729998660113,-74.0038951001712,$$
30,XSwagBljEsxG2i1rq4GEAQ,almondine-bakery-brooklyn,Almondine Bakery,https://www.yelp.com/biz/almondine-bakery-brooklyn?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17187975026,366,4.0,"85 Water St,Brooklyn, NY 11201",Brooklyn,11201,US,NY,40.7033174,-73.9912506,$$
31,Q6y8hxohtBjzbnkdyuU1zQ,cusp-crepe-and-espresso-bar-brooklyn,"Cusp, Crepe and Espresso Bar",https://www.yelp.com/biz/cusp-crepe-and-espresso-bar-brooklyn?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17187882980,83,4.0,"321 7th Ave,Brooklyn, NY 11215",Brooklyn,11215,US,NY,40.6671556721697,-73.9813102651789,$
32,Gpc2-sPCXlIQUrkfi4bpzw,court-street-bagels-brooklyn,Court Street Bagels,https://www.yelp.com/biz/court-street-bagels-brooklyn?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17186243972,218,4.0,"181 Court St,Brooklyn, NY 11201",Brooklyn,11201,US,NY,40.68804,-73.99301,$
33,Udzb__quU3zAKLsWBUIDHQ,vintage-astoria,Vintage,https://www.yelp.com/biz/vintage-astoria?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17186060116,81,4.5,"23-14 Ditmars Blvd,Astoria, NY 11105",Astoria,11105,US,NY,40.779247,-73.9155789,$$
34,JRtRP8W7ifVPyE12tGJljQ,starbucks-sunnyside,Starbucks,https://www.yelp.com/biz/starbucks-sunnyside?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17184725215,95,3.0,"46-09 Queens Blvd,Sunnyside, NY 11104",Sunnyside,11104,US,NY,40.743426,-73.918329,$$
35,z1kkLXDqsaTYUZUTNtAhzQ,la-colombe-coffee-new-york-7,La Colombe Coffee,https://www.yelp.com/biz/la-colombe-coffee-new-york-7?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+16466907340,52,4.0,"154 Prince St,New York, NY 10012",New York,10012,US,NY,40.7258,-74.00114,$
36,7FXqwmleKbjF-oMgWcUybA,joe-and-the-juice-new-york-26,JOE & THE JUICE,https://www.yelp.com/biz/joe-and-the-juice-new-york-26?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,,38,3.5,"430 Park Ave,New York, NY 10022",New York,10022,US,NY,40.76072,-73.97171,$
37,2wdWr0RXrnmpxQWkVlMR_Q,fair-mountain-coffee-roasters-atlantic-highlands,Fair Mountain Coffee Roasters,https://www.yelp.com/biz/fair-mountain-coffee-roasters-atlantic-highlands?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17327080800,21,4.5,"171 1st Ave,Ste 8,Atlantic Highlands, NJ 07716",Atlantic Highlands,7716,US,NJ,40.410403,-74.0397891,$$
38,cw5jesO9tJf7sOz6HIUspw,brooklyn-habit-brooklyn,Brooklyn Habit,https://www.yelp.com/biz/brooklyn-habit-brooklyn?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+19177508301,27,4.0,"405 Smith St,Brooklyn, NY 11231",Brooklyn,11231,US,NY,40.67798,-73.99603,$$
39,iRIFxqPFUput8-mKrgtZDA,starbucks-new-york-487,Starbucks,https://www.yelp.com/biz/starbucks-new-york-487?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12122881506,50,4.5,"1142 Madison Ave,New York, NY 10028",New York,10028,US,NY,40.779854,-73.959735,$
40,RDE8pT0YZbz4BsO_sPKbcg,mottley-kitchen-bronx-2,Mottley Kitchen,https://www.yelp.com/biz/mottley-kitchen-bronx-2?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+19293082099,99,4.5,"402 E 140th St,Bronx, NY 10454",Bronx,10454,US,NY,40.8100856240886,-73.9216868293002,$$
41,EoR1wQbqV0NVEhrB0X8SNg,brooklyn-bagel-and-coffee-company-astoria-2,Brooklyn Bagel & Coffee Company,https://www.yelp.com/biz/brooklyn-bagel-and-coffee-company-astoria-2?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17189328280,431,4.0,"35-09 Ditmars Blvd,Astoria, NY 11105",Astoria,11105,US,NY,40.7748,-73.90836,$
42,yDStP6k9r9CS0bcwSNbIyw,couleur-café-brooklyn-2,Couleur Café,https://www.yelp.com/biz/couleur-caf%C3%A9-brooklyn-2?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17187886600,206,4.0,"435 7th Ave,Brooklyn, NY 11215",Brooklyn,11215,US,NY,40.6633799,-73.98433,$$
43,bvc5P9vmRiNhyVWjd5bVcg,eclair-bakery-new-york,Eclair Bakery,https://www.yelp.com/biz/eclair-bakery-new-york?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+16464298555,614,4.5,"305 E 53rd St,New York, NY 10022",New York,10022,US,NY,40.756689,-73.966617,$$
44,6xCZHAr7yj_vWwRJalAEOg,seed-mill-new-york,Seed + Mill,https://www.yelp.com/biz/seed-mill-new-york?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+16463890340,228,4.5,"409 W 15th St,Chelsea Market,New York, NY 10011",New York,10011,US,NY,40.7420723,-74.0056454,$
45,XbUg52y01_fcIzz7MEUHxQ,café-leon-dore-new-york,Café Leon Dore,https://www.yelp.com/biz/caf%C3%A9-leon-dore-new-york?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,,9,4.0,"214 Mulberry St,New York, NY 10012",New York,10012,US,NY,40.7221012731031,-73.9961103853269,$
46,BtCGvuWpliyfR8hSspOfrQ,bluestone-coffee-co-montclair-2,Bluestone Coffee Co,https://www.yelp.com/biz/bluestone-coffee-co-montclair-2?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+19737833523,167,4.0,"123 Watchung Ave,Montclair, NJ 07043",Montclair,7043,US,NJ,40.830295,-74.205184,$$
47,ILiLFT5n_aln3gsZs8R0Bw,gelato-and-co-astoria,Gelato & Co,https://www.yelp.com/biz/gelato-and-co-astoria?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+19177450307,114,4.5,"29-02 23rd Ave,Astoria, NY 11105",Astoria,11105,US,NY,40.77492,-73.913842,$$
48,m8UUM6DjMgXtH_qKzo9LBA,golden-steamer-new-york,Golden Steamer,https://www.yelp.com/biz/golden-steamer-new-york?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12122261886,355,4.0,"143-A Mott St,New York, NY 10013",New York,10013,US,NY,40.71877,-73.99679,$
49,4AVp55iOv1LEuC5tz76HbA,seba-seba-coffee-shop-jackson-heights,Seba-Seba Coffee Shop,https://www.yelp.com/biz/seba-seba-coffee-shop-jackson-heights?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17184784691,110,3.5,"7928 37th Ave,Jackson Heights, NY 11372",Jackson Heights,11372,US,NY,40.7493453,-73.886741,$$
50,UE6EddCH13DOIz1zqfYVeA,starbucks-new-york-529,Starbucks,https://www.yelp.com/biz/starbucks-new-york-529?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+19292430630,27,3.0,"21 West End Ave,New York, NY 10023",New York,10023,US,NY,40.772766,-73.98986,$$
51,u-l6Fh681iQds5NGUyyq-w,d-amico-coffee-brooklyn,D'Amico Coffee,https://www.yelp.com/biz/d-amico-coffee-brooklyn?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17188755403,124,4.5,"309 Court St,Brooklyn, NY 11231",Brooklyn,11231,US,NY,40.6835160602244,-73.9951811662704,$
52,_OhStiscqJvgZ7orFBACmA,bushwick-bakery-brooklyn,Bushwick Bakery,https://www.yelp.com/biz/bushwick-bakery-brooklyn?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17188525624,74,3.5,"127 Central Ave,Brooklyn, NY 11221",Brooklyn,11221,US,NY,40.699924,-73.928031,$
53,efYELOeAJ-CjKpzayEfblg,cornerstone-cafe-new-york,Cornerstone Cafe,https://www.yelp.com/biz/cornerstone-cafe-new-york?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12122281260,1117,4.0,"17 Ave B,New York, NY 10009",New York,10009,US,NY,40.7220618263077,-73.983249573445,$$
54,sog3etuV8CwqG0gbQnyw2g,the-bakery-on-bergen-brooklyn-2,The Bakery On Bergen,https://www.yelp.com/biz/the-bakery-on-bergen-brooklyn-2?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+19175196549,34,4.5,"740 Bergen St,Brooklyn, NY 11238",Brooklyn,11238,US,NY,40.678458,-73.964143,$$
55,fal9mUacK3yLOqA3_q-ITQ,julias-coffee-shop-bronx,Julia's Coffee Shop,https://www.yelp.com/biz/julias-coffee-shop-bronx?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17182924936,24,4.0,"232 E 144th St,Bronx, NY 10451",Bronx,10451,US,NY,40.81561,-73.92528,$
56,S_zWd17ygAG8ayTqoV8MrQ,gregorys-coffee-new-york-14,Gregorys Coffee,https://www.yelp.com/biz/gregorys-coffee-new-york-14?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+16466570803,48,4.0,"350 Hudson St,New York, NY 10014",New York,10014,US,NY,40.72767,-74.00708,$$
57,18-qEPtsL2lbZH4ianmicg,the-granddaddy-new-york-2,The Granddaddy,https://www.yelp.com/biz/the-granddaddy-new-york-2?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+19173882233,117,4.0,"290 Grand St,New York, NY 10002",New York,10002,US,NY,40.71782,-73.992,$$
58,ww2d9z8A-fg48_h1rli5Bw,forty-carrots-new-york-2,Forty Carrots,https://www.yelp.com/biz/forty-carrots-new-york-2?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+12127053085,411,4.0,"1000 3rd Ave,New York, NY 10022",New York,10022,US,NY,40.7620186809727,-73.9673249102158,$$
59,JtFmorYKrCMAteQINECi7g,the-french-market-rumson,The French Market,https://www.yelp.com/biz/the-french-market-rumson?adjust_creative=XCA5Kc7RlIdeGhJ7qoZSYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XCA5Kc7RlIdeGhJ7qoZSYA,+17325301692,48,4.0,"114 E River Rd,Rumson, NJ 07760",Rumson,7760,US,NJ,40.37353,-74.00049,$$
